,Code,Description
7679,R06.8,Άλλες και μη καθορισμένες διαταραχές της αναπνοής
7680,R07,Πόνος στο λαιμό και το στήθος θώρακα
7681,R07.0,Πόνος στο λαιμό
7682,R07.1,Θωρακικός πόνος κατά την αναπνοή 
7683,R07.2,Προκάρδιος πόνος [άλγος]
7684,R07.3,Άλλος θωρακικός πόνος
7685,R07.4,"Θωρακικός πόνος, μη καθορισμένος"
7686,R09,Άλλα συμπτώματα και σημεία που αφορούν το κυκλοφορικό και το αναπνευστικό σύστημα
7687,R09.0,Ασφυξία
7688,R09.1,Πλευρίτιδα
7689,R09.2,Αναπνευστική παύση
7690,R09.3,Παθολογικά πτύελα
7691,R09.8,Άλλα καθορισμένα συμπτώματα και σημεία που αφορούν το κυκλοφορικό και το αναπνευστικό σύστημα
7692,R10,Κοιλιακός και πυελικός πόνος
7693,R10.0,Οξεία κοιλία
7694,R10.1,Πόνος εντοπισμένος στην άνω κοιλία
7695,R10.2,Πυελικός και περινεϊκός πόνος
7696,R10.3,Πόνος εντοπισμένος σε άλλα τμήματα της κάτω κοιλίας
7697,R10.4,Άλλος και μη καθορισμένος κοιλιακός πόνος
7698,R11,Ναυτία και έμετος
7699,R12,Επιγαστρικό καύσος [οπισθοστερνικό]
7700,R13,Δυσφαγία
7701,R14,Μετεωρισμός και σχετικές καταστάσεις
7702,R15,Ακράτεια κοπράνων
7703,R16,Ηπατομεγαλία και σπληνομεγαλία που δεν ταξινομούνται αλλού
7704,R16.0,"Ηπατομεγαλία, που δεν ταξινομείται αλλού"
7705,R16.1,"Σπληνομεγαλία, που δεν ταξινομείται αλλού"
7706,R16.2,"Ηπατομεγαλία με σπληνομεγαλία, που δεν ταξινομούνται αλλού"
7707,R17,Μη καθορισμένος ίκτερος
7708,R18,Ασκίτης
7709,R19,Άλλα συμπτώματα και σημεία που αφορούν το πεπτικό σύστημα και την κοιλία
7710,R19.0,"Ενδοκοιλιακή και πυελική διόγκωση, μάζα και όγκος"
7711,R19.1,Ανώμαλοι εντερικοί ήχοι
7712,R19.2,Ορατός περισταλτισμός
7713,R19.3,Κοιλιακή ακαμψία [σκληρία]
7714,R19.4,Αλλαγή στις συνήθειες του εντέρου
7715,R19.5,Άλλες διαταραχές των κοπράνων
7716,R19.6,Κακοσμία
7717,R19.8,Άλλα καθορισμένα συμπτώματα και σημεία που αφορούν το πεπτικό σύστημα και την κοιλία
7718,R20,Διαταραχές της δερματικής αίσθησης
7719,R20.0,Αναισθησία του δέρματος
7720,R20.1,Υπαισθησία του δέρματος
7721,R20.2,Παραισθησία του δέρματος
7722,R20.3,Υπεραισθησία
7723,R20.8,Άλλες και μη καθορισμένες διαταραχές της δερματικής αίσθησης
7724,R21,Εξάνθημα εξανθηματικού τύπου και άλλα μη καθορισμένα δερματικά εξανθήματα
7725,R22,"Εντοπισμένη διόγκωση, μάζα και όγκος του δέρματος και του υποδόριου ιστού"
7726,R22.0,"Εντοπισμένη διόγκωση, μάζα και όγκος της κεφαλής"
7727,R22.1,"Εντοπισμένη διόγκωση, μάζα και όγκος του τραχήλου"
7728,R22.2,"Εντοπισμένη διόγκωση, μάζα και όγκος του κορμού"
7729,R22.3,"Εντοπισμένη διόγκωση, μάζα και όγκος του άνω άκρου"
7730,R22.4,"Εντοπισμένη διόγκωση, μάζα και όγκος του κάτω άκρου"
7731,R22.7,"Εντοπισμένη διόγκωση, μάζα και όγκος σε πολλαπλές εντοπίσεις"
7732,R22.9,"Εντοπισμένη διόγκωση, μάζα και όγκος, μη καθορισμένα "
7733,R23,Άλλες μεταβολές του δέρματος
7734,R23.0,Κυάνωση
7735,R23.1,Ωχρότητα
7736,R23.2,Παροδική ερυθρότητα του προσώπου [flushing]
7737,R23.3,Αυτόματες εκχυμώσεις
7738,R23.4,Μεταβολές στην υφή του δέρματος
7739,R23.8,Άλλες και μη καθορισμένες μεταβολές του δέρματος
7740,R25,Ανώμαλες ακούσιες κινήσεις
7741,R25.0,Ανώμαλες κινήσεις της κεφαλής
7742,R25.1,"Τρόμος, μη καθορισμένος  "
7743,R25.2,Κράμπα και σπασμός
7744,R25.3,Δεσμιδώσεις
7745,R25.8,"Άλλες και μη καθορισμένες, ανώμαλες ακούσιες κινήσεις"
7746,R26,Διαταραχές του βαδίσματος και της κινητικότητας
7747,R26.0,Αταξικό βάδισμα
7748,R26.1,Παραλυτικό βάδισμα
7749,R26.2,"Δυσκολία στη βάδιση, που δεν ταξινομείται αλλού"
7750,R26.8,Άλλες και μη καθορισμένες διαταραχές του βαδίσματος και της κινητικότητας
7751,R27,Άλλη ασυνέργεια
7752,R27.0,"Αταξία, μη καθορισμένη  "
7753,R27.8,Άλλη και μη καθορισμένη ασυνέργεια
7754,R29,Άλλα συμπτώματα και σημεία που αφορούν το νευρικό και το μυοσκελετικό σύστημα
7755,R29.0,Τετανία
7756,R29.1,Μηνιγγισμός 
7757,R29.2,Ανώμαλα αντανακλαστικά
7758,R29.3,Ανώμαλη στάση του σώματος
7759,R29.4,Κριγμώδες ισχίο 
7760,R29.6,"Tάση προς πτώση, που δεν ταξινομείται αλλού"
7761,R29.8,Άλλα και μη καθορισμένα συμπτώματα και σημεία που αφορούν το νευρικό και μυοσκελετικό σύστημα
7762,R30,Πόνος κατά την ούρηση
7763,R30.0,Δυσουρία
7764,R30.1,Κυστικός τεινεσμός 
7765,R30.9,"Επώδυνη ούρηση, μη καθορισμένη"
7766,R31,Μη καθορισμένη αιματουρία
7767,R32,Μη καθορισμένη ακράτεια ούρων
7768,R33,Επίσχεση ούρων
7769,R34,Ανουρία και ολιγουρία
7770,R35,Πολυουρία
7771,R36,Ουρηθρικό έκκριμα
7772,R39,Άλλα συμπτώματα και σημεία που αφορούν το ουροποιητικό σύστημα
7773,R39.0,Εξαγγείωση ούρων 
7774,R39.1,Άλλες δυσκολίες με την ούρηση
7775,R39.2,Εξωνεφρική ουραιμία
7776,R39.8,Άλλα και μη καθορισμένα συμπτώματα και σημεία που αφορούν το ουροποιητικό σύστημα
7777,R40,"Υπνηλία, εμβροντησία και κώμα"
7778,R40.0,Υπνηλία 
7779,R40.1,Εμβροντησία 
7780,R40.2,"Κώμα, μη καθορισμένο  "
7781,R41,Άλλα συμπτώματα και σημεία που αφορούν τις νοητικές λειτουργίες και την αντίληψη
7782,R41.0,"Αποπροσανατολισμός, μη καθορισμένος "
7783,R41.1,Αμνησία για πρόσφατα γεγονότα 
7784,R41.2,Αναδρομική αμνησία
7785,R41.3,Άλλες μορφές αμνησίας
7786,R41.8,Άλλα και μη καθορισμένα συμπτώματα και σημεία που αφορούν τις νοητικές λειτουργίες και την αντίληψη
7787,R42,Ζάλη και ίλιγγος
7788,R43,Διαταραχές της όσφρησης και της γεύσης
7789,R43.0,Ανοσμία
7790,R43.1,Παροσμία
7791,R43.2,Παραγευσία
7792,R43.8,Άλλες και μη καθορισμένες διαταραχές της όσφρησης και της γεύσης 
7793,R44,Άλλα συμπτώματα και σημεία που αφορούν γενικές αισθήσεις και αντιλήψεις 
7794,R44.0,Ακουστικές ψευδαισθήσεις
7795,R44.1,Οπτικές ψευδαισθήσεις
7796,R44.2,Άλλες ψευδαισθήσεις
7797,R44.3,"Ψευδαισθήσεις, μη καθορισμένες"
7798,R44.8,Άλλα και μη καθορισμένα συμπτώματα και σημεία που αφορούν τις γενικές αισθήσεις και αντιλήψεις 
7799,R45,Συμπτώματα και σημεία που αφορούν τη συναισθηματική κατάσταση
7800,R45.0,Νευρικότητα
7801,R45.1,Ανησυχία και διέγερση
7802,R45.2,Αίσθημα θλίψης
7803,R45.3,Κατάπτωση του ηθικού και απάθεια
7804,R45.4,Ευερεθιστότητα και θυμός
7805,R45.5,Εχθρικότητα 
7806,R45.6,Φυσική βία
7807,R45.7,"Κατάσταση συναισθηματικού shock και stress, μη καθορισμένη"
7808,R45.8,Άλλα συμπτώματα και σημεία που αφορούν τη συναισθηματική κατάσταση
7809,R46,Συμπτώματα και σημεία που αφορούν την εμφάνιση και τη συμπεριφορά  
7810,R46.0,Πολύ χαμηλό επίπεδο προσωπικής υγιεινής
7811,R46.1,Αλλόκοτη προσωπική εμφάνιση
7812,R46.2,Περίεργη και ανεξήγητη συμπεριφορά
7813,R46.3,Υπερκινητικότητα
7814,R46.4,Βραδύτητα και πτωχή ανταποκρισιμότητα
7815,R46.5,Καχυποψία και εκσεσημασμένος προφασισμός
7816,R46.6,Αναίτια ανησυχία και ενασχόληση με αγχογόνα γεγονότα
7817,R46.7,Πολυλογία και περιστασιακές λεπτομέρειες που επισκιάζουν το σκοπό της επικοινωνίας 
7818,R46.8,Άλλα συμπτώματα και σημεία που αφορούν την εμφάνιση και τη συμπεριφορά
7819,R47,"Διαταραχές της ομιλίας, που δεν ταξινομούνται αλλού "
7820,R47.0,Δυσφασία και αφασία
7821,R47.1,Δυσαρθρία και αναρθρία
7822,R47.8,Άλλες και μη καθορισμένες διαταραχές της ομιλίας
7823,R48,"Δυσλεξία και άλλες συμβολικές δυσλειτουργίες, που δεν ταξινομούνται αλλού"
7824,R48.0,Δυσλεξία και αλεξία
7825,R48.1,Αγνωσία
7826,R48.2,Απραξία
7827,R48.8,Άλλες και μη καθορισμένες συμβολικές δυσλειτουργίες
7828,R49,Διαταραχές της φωνής
7829,R49.0,Δυσφωνία
7830,R49.1,Αφωνία
7831,R49.2,Υπερ-και υπο-ρινοφωνία 
7832,R49.8,Άλλες και μη καθορισμένες διαταραχές της φωνής
7833,R50,Πυρετός άλλης και άγνωστης αιτιολογίας
7834,R50.2,Πυρετός φαρμακευτικής αιτιολογίας
7835,R50.8,Άλλος καθορισμένος πυρετός
7836,R50.9,"Πυρετός, μη καθορισμένος "
7837,R51,Κεφαλαλγία
7838,R52,"Πόνος, που δεν ταξινομείται αλλού"
7839,R52.0,Οξύς πόνος
7840,R52.1,Χρόνιος επίμονος πόνος
7841,R52.2,Άλλος χρόνιος πόνος
7842,R52.9,"Πόνος, μη καθορισμένος  "
7843,R53,Κακουχία και κόπωση
7844,R54,Γήρας
7845,R55,Συγκοπή και λιποθυμία
7846,R56,"Σπασμοί, που δεν ταξινομούνται αλλού"
7847,R56.0,Πυρετικοί σπασμοί
7848,R56.8,Άλλοι και μη καθορισμένοι σπασμοί
7849,R57,"Καταπληξία [shock], που δεν ταξινομείται αλλού"
